COD_MARCA	MARCA	MODELO	VERSION	EDICION	PUERTAS	CARROCERIA	TRANSMISION	COMBUSTIBLE	AÑO
34	ALFA ROMEO	GIULIETTA	1.4 T 120BHP PROGRESSION	Progression	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 120BHP PROGRESSION	Progression	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 120BHP PROGRESSION	Progression	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 120BHP PROGRESSION	Progression	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 120BHP PROGRESSION	Progression	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 120BHP PROGRESSION	Progression	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.4 T 120BHP PROGRESSION	Progression	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.4 T 120BHP PROGRESSION	Progression	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.4 T 120HP PROGRESSION	Progression	5	HA	M	1	2017
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP DISTINCTIVE	Distinctive	5	HA	M	1	2011
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP DISTINCTIVE	Distinctive	5	HA	M	1	2011
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP DISTINCTIVE TCT	Distinctive	5	HA	M	1	2012
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP DISTINCTIVE TCT	Distinctive	5	HA	M	1	2013
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP DISTINCTIVE TCT	Distinctive	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP DISTINCTIVE TCT	Distinctive	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP DISTINCTIVE TCT	Distinctive	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP DISTINCTIVE TCT	Distinctive	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP DISTINCTIVE TCT	Distinctive	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP DISTINCTIVE TCT	Distinctive	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP PROGRESSION TCT	Progression	5	HA	M	1	2012
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP PROGRESSION TCT	Progression	5	HA	M	1	2013
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP PROGRESSION TCT	Progression	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP PROGRESSION TCT	Progression	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP PROGRESSION TCT	Progression	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP PROGRESSION TCT	Progression	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP PROGRESSION TCT	Progression	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP PROGRESSION TCT	Progression	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.4 T 170BHP PROGRESSION TCT	Progression	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.4 T 170HP DISTINCTIVE	Distinctive	5	HA	M	1	2017
34	ALFA ROMEO	GIULIETTA	1.4 T 170HP DISTINCTIVE TCT	Distinctive	5	HA	M	1	2017
34	ALFA ROMEO	GIULIETTA	1.7 TBI 235BHP QUADRIFOGLIO VERDE	Quadrifoglio Verde	5	HA	M	1	2012
34	ALFA ROMEO	GIULIETTA	1.7 TBI 235BHP QUADRIFOGLIO VERDE	Quadrifoglio Verde	5	HA	M	1	2013
34	ALFA ROMEO	GIULIETTA	1.7 TBI 235BHP QUADRIFOGLIO VERDE	Quadrifoglio Verde	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.7 TBI 235BHP QUADRIFOGLIO VERDE	Quadrifoglio Verde	5	HA	M	1	2014
34	ALFA ROMEO	GIULIETTA	1.7 TBI 235BHP QUADRIFOGLIO VERDE	Quadrifoglio Verde	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.7 TBI 235BHP QUADRIFOGLIO VERDE	Quadrifoglio Verde	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.7 TBI 235BHP QUADRIFOGLIO VERDE	Quadrifoglio Verde	5	HA	M	1	2015
34	ALFA ROMEO	GIULIETTA	1.7 TBI 235BHP QUADRIFOGLIO VERDE	Quadrifoglio Verde	5	HA	M	1	2016
34	ALFA ROMEO	GT	2.0	-	3	CO	M	1	2007
34	ALFA ROMEO	GT	2.0	-	3	CO	M	1	2008
34	ALFA ROMEO	GT	2.0	-	3	CO	M	1	2008
34	ALFA ROMEO	GT	2.0	-	3	CO	M	1	2009
34	ALFA ROMEO	GT	2.0	-	3	CO	M	1	2009
34	ALFA ROMEO	GT	2.0	-	3	CO	M	1	2009
34	ALFA ROMEO	GT	2.0	-	3	CO	M	1	2009
34	ALFA ROMEO	GT	2.0	-	3	CO	M	1	2010
34	ALFA ROMEO	GT	2.0	-	3	CO	M	1	2011
34	ALFA ROMEO	GT	2.0 JTS 165HP SELESPEED	-	3	CO	M	1	2006
34	ALFA ROMEO	GT	2.0 SELESPEED	-	3	CO	M	1	2007
34	ALFA ROMEO	GT	2.0 SELESPEED	-	3	CO	M	1	2008
34	ALFA ROMEO	GT	2.0 SELESPEED	-	3	CO	M	1	2008
34	ALFA ROMEO	GT	2.0 SELESPEED	-	3	CO	M	1	2009
34	ALFA ROMEO	GT	2.0 SELESPEED	-	3	CO	M	1	2009
34	ALFA ROMEO	GT	2.0 SELESPEED	-	3	CO	M	1	2009
34	ALFA ROMEO	GT	2.0 SELESPEED	-	3	CO	M	1	2009
34	ALFA ROMEO	GT	2.0 SELESPEED	-	3	CO	M	1	2010
34	ALFA ROMEO	GT	2.0 SELESPEED	-	3	CO	M	1	2011
34	ALFA ROMEO	GT	3.2 V6 240HP MT	-	3	CO	M	1	2006
34	ALFA ROMEO	GT	3.2 V6 MT	-	3	CO	M	1	2007
34	ALFA ROMEO	GTV	2.0 TURBO V6	TURBO	2	CO	M	1	1997
34	ALFA ROMEO	GTV	2.0 TURBO V6	TURBO	2	CO	M	1	1998
34	ALFA ROMEO	GTV	2.0 TURBO V6	TURBO	2	CO	M	1	1999
34	ALFA ROMEO	GTV	3.0 V6 24V	V6	2	CO	M	1	2002
34	ALFA ROMEO	GTV	3.0 V6 24V	V6	2	CO	M	1	2003
34	ALFA ROMEO	GTV	3.0 V6 24V	V6	2	CO	M	1	2003
34	ALFA ROMEO	GTV	3.0 V6 24V	V6	2	CO	M	1	2004
34	ALFA ROMEO	GTV	3.0 V6 24V	V6	2	CO	M	1	2004
34	ALFA ROMEO	MITO	1.4 16V TURBO	-	3	HA	M	1	2010
34	ALFA ROMEO	MITO	1.4 16V TURBO	-	3	HA	M	1	2011
34	ALFA ROMEO	MITO	1.4 16V TURBO	-	3	HA	M	1	2011
34	ALFA ROMEO	MITO	1.4 16V TURBO	-	3	HA	M	1	2012
34	ALFA ROMEO	MITO	1.4 78HP JUNIOR	Junior	3	HA	M	1	2015
34	ALFA ROMEO	MITO	1.4 78HP JUNIOR	Junior	3	HA	M	1	2016
34	ALFA ROMEO	MITO	1.4 TJET PROGRESSION TCT	Progression	3	HA	M	1	2012
34	ALFA ROMEO	MITO	1.4 TJET PROGRESSION TCT	Progression	3	HA	M	1	2013
34	ALFA ROMEO	MITO	1.4 TJET PROGRESSION TCT	Progression	3	HA	M	1	2013
34	ALFA ROMEO	MITO	1.4 TJET PROGRESSION TCT	Progression	3	HA	M	1	2014
34	ALFA ROMEO	MITO	1.4 TJET PROGRESSION TCT	Progression	3	HA	M	1	2014
34	ALFA ROMEO	MITO	1.4 TJET PROGRESSION TCT	Progression	3	HA	M	1	2014
34	ALFA ROMEO	MITO	1.4 TJET PROGRESSION TCT	Progression	3	HA	M	1	2015
34	ALFA ROMEO	MITO	1.4 TJET PROGRESSION TCT	Progression	3	HA	M	1	2015
34	ALFA ROMEO	MITO	1.4 TJET PROGRESSION TCT	Progression	3	HA	M	1	2016
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE	Distinctive	3	HA	M	1	2012
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE	Distinctive	3	HA	M	1	2013
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE	Distinctive	3	HA	M	1	2013
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE	Distinctive	3	HA	M	1	2014
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE	Distinctive	3	HA	M	1	2014
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE TCT	Distinctive	3	HA	M	1	2012
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE TCT	Distinctive	3	HA	M	1	2013
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE TCT	Distinctive	3	HA	M	1	2013
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE TCT	Distinctive	3	HA	M	1	2014
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE TCT	Distinctive	3	HA	M	1	2014
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE TCT	Distinctive	3	HA	M	1	2014
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE TCT	Distinctive	3	HA	M	1	2014
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE TCT	Distinctive	3	HA	M	1	2015
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE TCT	Distinctive	3	HA	M	1	2015
34	ALFA ROMEO	MITO	1.4 TURBO DISTINCTIVE TCT	Distinctive	3	HA	M	1	2016
